file,count,w,w_list,st,build,prop,ub
ID_from_BN_0_w28d6_limid,201,28,[28],7.328216314315796,12.873160600662231,0.16120243072509766,44.3038070921073
ID_from_BN_0_w29d6_limid,202,22,"[22, 1]",1.7319624423980713,16.127745628356934,0.13555240631103516,47.46965198655074
ID_from_BN_0_w32d11_limid,203,30,"[30, 1]",8.677584409713745,15.412217140197754,0.1881883144378662,83.81482927324602
ID_from_BN_0_w33d11_limid,204,33,"[33, 1]",15.220048189163208,12.361873149871826,0.18485713005065918,87.14302715474692
ID_from_BN_14w42d6_limid,205,35,[35],11.206516027450562,37.38827443122864,0.2508401870727539,45.2459234424793
ID_from_BN_14w57d12_limid,206,47,"[47, 1]",18.281117916107178,29.57826328277588,0.3349945545196533,94.45026173948189
ID_from_BN_78_w18d3_limid,207,14,[14],0.9084460735321045,2.2436578273773193,0.051787614822387695,23.542522621048956
ID_from_BN_78_w19d3_limid,208,17,"[17, 0]",0.8020830154418945,8.381149768829346,0.09254217147827148,24.0704260224406
ID_from_BN_78_w23d6_limid,209,18,[18],2.242248296737671,5.104388952255249,0.07872581481933594,46.96876617840899
ID_from_BN_78_w24d6_limid,210,26,[26],1.1106417179107666,9.840684652328491,0.16919445991516113,48.72329228322586
mdp1-4_2_2_5_limid,212,5,"[1, 1, 4, 5, 5, 5]",0.578406572341919,0.34645676612854004,0.015209674835205078,3.7373008695814494
mdp10-32_3_8_4_limid,211,42,"[12, 4, 5, 3, 4, 3, 5, 30, 41, 42]",22.779194355010986,53.99389433860779,0.9156911373138428,37.96466991251496
mdp2-8_3_4_5_limid,213,10,"[3, 3, 2, 7, 10, 10, 10]",2.310392379760742,1.3556690216064453,0.08091926574707031,12.197174655866736
mdp3-10_3_5_10_limid,214,15,"[6, 10, 3, 3, 7, 12, 14, 14, 14, 13, 15, 15, 14, 14]",25.734007120132446,19.014561414718628,1.077085018157959,43.40262612417789
mdp4-10_3_5_10_limid,215,14,"[7, 4, 13, 13, 13, 13, 13, 14, 13, 13, 14]",26.39180564880371,4.923204660415649,0.29932475090026855,39.11248215716322
mdp5-16_3_8_10_limid,216,21,"[7, 4, 5, 5, 5, 2, 5, 18, 21, 20, 21, 21, 21, 20, 21, 20]",73.79849982261658,28.736313343048096,1.6198344230651855,79.42157110264223
mdp6-20_5_5_5_limid,217,29,"[13, 4, 22, 29, 29, 29]",15.84747862815857,17.67290163040161,0.68184494972229,31.557061518159497
mdp7-28_3_6_5_limid,218,40,"[9, 7, 6, 6, 4, 12, 9, 30, 40, 40, 40]",30.003923654556274,113.34046053886414,1.4074087142944336,44.01103889308246
mdp8-28_3_6_4_limid,219,42,"[7, 33, 4, 6, 6, 6, 5, 42, 41]",12.747177839279175,39.36276578903198,0.9181373119354248,32.42294014679191
mdp9-32_3_8_3_limid,220,45,"[10, 5, 6, 5, 4, 5, 3, 8, 8, 34, 45]",7.184814453125,52.73690319061279,0.7277035713195801,25.22924114075729
pomdp1-4_2_2_2_3_limid,222,11,[11],0.3610243797302246,0.6460886001586914,0.019660234451293945,4.336667145581031
pomdp10-12_7_3_8_4_limid,221,40,"[40, 4, 1, 2, 3, 3, 4, 4, 4]",6.4423887729644775,21.12716293334961,0.49552345275878906,29.542525484833277
pomdp2-2_2_2_2_3_limid,223,10,[10],0.17069792747497559,0.24444317817687988,0.00830531120300293,4.507056852128595
pomdp3-4_4_2_2_3_limid,224,16,[16],0.6223220825195312,0.9715383052825928,0.04642510414123535,4.7602049444494865
pomdp4-4_4_2_2_5_limid,225,27,"[27, 3]",1.7080891132354736,4.1480231285095215,0.09848642349243164,7.68946308680558
pomdp5-6_4_3_5_3_limid,226,18,"[18, 2, 3]",0.8626887798309326,1.4950344562530518,0.08689379692077637,11.234072727722786
