file,count,w,w_list,st,build,prop,ub
ID_from_BN_0_w28d6_limid,161,27,[27],7.199308633804321,22.217952966690063,0.1542978286743164,44.370834917458
ID_from_BN_0_w29d6_limid,162,23,"[23, 1]",1.747093915939331,9.73488736152649,0.1477057933807373,47.20535236829349
ID_from_BN_0_w32d11_limid,163,32,"[32, 1]",8.606029033660889,17.850326776504517,0.18094348907470703,82.99735164119544
ID_from_BN_0_w33d11_limid,164,33,"[33, 1]",14.923298120498657,19.6635639667511,0.20106267929077148,87.22430382030007
ID_from_BN_14w42d6_limid,165,34,[34],11.177767515182495,43.9543023109436,0.28312015533447266,45.07606571097213
ID_from_BN_14w57d12_limid,166,45,"[45, 1]",18.175041913986206,69.14465737342834,0.34384608268737793,93.1566440607174
ID_from_BN_78_w18d3_limid,167,14,[14],0.6224703788757324,2.5569863319396973,0.05304098129272461,23.466019405072384
ID_from_BN_78_w19d3_limid,168,17,"[17, 0]",1.3756403923034668,10.579232931137085,0.08150672912597656,23.89084791223097
ID_from_BN_78_w23d6_limid,169,18,[18],2.1916027069091797,4.347894906997681,0.07580280303955078,46.41309905708659
ID_from_BN_78_w24d6_limid,170,25,[25],1.1056904792785645,12.883987665176392,0.1789398193359375,48.19977066028548
mdp1-4_2_2_5_limid,172,5,"[1, 1, 4, 5, 5, 5]",0.6011509895324707,0.36383652687072754,0.015620708465576172,3.7373008695814494
mdp10-32_3_8_4_limid,171,43,"[12, 4, 5, 3, 4, 3, 5, 31, 42, 43]",21.280158042907715,58.69174289703369,1.0289208889007568,37.1422554486694
mdp2-8_3_4_5_limid,173,10,"[3, 3, 2, 7, 9, 10, 10]",2.3091025352478027,1.0363249778747559,0.08165907859802246,12.197174655866736
mdp3-10_3_5_10_limid,174,15,"[6, 10, 3, 3, 7, 12, 13, 15, 14, 14, 14, 14, 14, 14]",26.04603934288025,22.23801040649414,2.794482469558716,37.370916721416
mdp4-10_3_5_10_limid,175,14,"[7, 4, 13, 14, 14, 13, 13, 14, 14, 13, 13]",26.659311056137085,5.199246883392334,0.29494333267211914,35.653689185988306
mdp5-16_3_8_10_limid,176,22,"[7, 4, 5, 5, 5, 2, 5, 18, 21, 21, 20, 21, 21, 20, 21, 22]",73.81447553634644,27.799643754959106,2.96238374710083,74.52813562721438
mdp6-20_5_5_5_limid,177,30,"[13, 4, 22, 29, 30, 29]",16.00796675682068,15.839553833007812,0.8167731761932373,30.64479531260988
mdp7-28_3_6_5_limid,178,41,"[9, 7, 6, 6, 4, 12, 10, 31, 40, 40, 41]",29.432600259780884,106.146240234375,1.5873875617980957,43.50706877718035
mdp8-28_3_6_4_limid,179,42,"[7, 33, 4, 6, 6, 6, 5, 41, 42]",8.287777185440063,31.966519355773926,0.610912561416626,31.456603239611585
mdp9-32_3_8_3_limid,180,45,"[10, 5, 6, 5, 4, 5, 3, 8, 8, 34, 45]",7.2339513301849365,50.42471647262573,0.7609043121337891,24.733487558262386
pomdp1-4_2_2_2_3_limid,182,11,[11],0.35172295570373535,0.6375677585601807,0.013051986694335938,4.115519147295571
pomdp10-12_7_3_8_4_limid,181,39,"[39, 4, 1, 2, 3, 3, 4, 4, 4]",6.580934286117554,26.362998485565186,1.011674404144287,28.673032356524804
pomdp2-2_2_2_2_3_limid,183,10,[10],0.3323216438293457,0.48499536514282227,0.016181468963623047,4.507056852128596
pomdp3-4_4_2_2_3_limid,184,16,[16],0.6301326751708984,0.8207266330718994,0.03529524803161621,4.024202543248311
pomdp4-4_4_2_2_5_limid,185,27,"[27, 3]",1.6596896648406982,3.185445547103882,0.09771919250488281,7.46621999306462
pomdp5-6_4_3_5_3_limid,186,18,"[18, 2, 3]",0.8568966388702393,1.670861005783081,0.07619976997375488,10.44120371739279
pomdp6-12_6_2_6_3_limid,187,29,"[29, 4, 6, 5, 6]",2.8503506183624268,15.521178007125854,0.37166285514831543,18.23096686372469
pomdp7-20_10_2_10_3_limid,188,46,"[46, 6, 8, 8, 6, 7, 8, 3]",9.470946550369263,145.42510318756104,1.3602526187896729,36.736884413419915
pomdp8-14_9_3_12_4_limid,189,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 8, 11, 11]",9.861820936203003,114.9744439125061,0.8204817771911621,45.00726808236333
pomdp9-14_8_3_10_4_limid,190,45,"[45, 5, 5, 3, 5, 5, 4, 4]",8.78373408317566,49.27322864532471,1.8508260250091553,39.32313891718264
rand-c20d2o1-01_limid,191,7,[7],0.3442423343658447,0.5813124179840088,0.01217794418334961,170.632002407805
rand-c30d3o1-01_limid,192,10,[10],0.7255034446716309,1.8635542392730713,0.019768953323364258,272.711363744372
rand-c30d6o1-01_limid,193,13,"[13, 7]",1.115147352218628,2.2020556926727295,0.04810595512390137,537.9299036547167
rand-c30d9o1-01_limid,194,16,"[16, 6]",3.0076682567596436,2.558910608291626,0.061064720153808594,735.2699211035391
rand-c50d10o1-01_limid,195,23,"[23, 1]",8.978079557418823,8.902668237686157,0.14698076248168945,866.0128282810824
rand-c50d15o1-03_limid,196,27,"[27, 2]",13.273755550384521,4.9534502029418945,0.11079216003417969,1243.5391630493323
rand-c50d5o1-01_limid,197,18,[18],4.7658514976501465,4.2795045375823975,0.07681465148925781,428.68488183351974
rand-c70d14o1-01_limid,198,30,"[30, 15]",18.122663497924805,21.667389154434204,0.24007534980773926,1198.6281575527087
rand-c70d21o1-01_limid,199,41,"[41, 4]",77.70176577568054,13.507479429244995,0.20820999145507812,1743.034705008266
rand-c70d7o1-01_limid,200,22,[22],9.336431503295898,11.122464895248413,0.125502347946167,656.7619346556429
