file,count,w,w_list,st,build,prop,ub
ID_from_BN_0_w28d6_limid,121,26,[26],7.180172920227051,22.935510635375977,0.2264108657836914,44.08912213491356
ID_from_BN_0_w29d6_limid,122,21,"[21, 1]",1.7343924045562744,10.623224258422852,0.14208030700683594,46.26802350445556
ID_from_BN_0_w32d11_limid,123,30,"[30, 1]",8.486048936843872,20.926727771759033,0.2564857006072998,83.54461223571512
ID_from_BN_0_w33d11_limid,124,33,"[33, 1]",15.330276727676392,16.300732851028442,0.22391724586486816,86.7940701285707
ID_from_BN_14w42d6_limid,125,34,[34],11.293367147445679,66.57008290290833,0.3543241024017334,44.76837196350457
ID_from_BN_14w57d12_limid,126,45,"[45, 1]",18.364177703857422,39.89430284500122,0.4313013553619385,92.40158399557755
ID_from_BN_78_w18d3_limid,127,14,[14],0.6027147769927979,2.3953206539154053,0.03813743591308594,22.797601752191646
ID_from_BN_78_w19d3_limid,128,17,"[17, 0]",0.7881531715393066,9.429596900939941,0.07804298400878906,23.48710606760134
ID_from_BN_78_w23d6_limid,129,18,[18],2.2577154636383057,3.8153576850891113,0.10722589492797852,46.091778206759734
ID_from_BN_78_w24d6_limid,130,25,[25],1.087355375289917,8.934661865234375,0.21203827857971191,47.28943046862755
mdp1-4_2_2_5_limid,132,5,"[1, 1, 4, 5, 5, 5]",0.5945754051208496,0.3432157039642334,0.015298604965209961,3.7373008695814494
mdp10-32_3_8_4_limid,131,43,"[12, 4, 5, 3, 4, 3, 5, 30, 42, 43]",21.323382139205933,65.865243434906,1.7720210552215576,37.80923495251475
mdp2-8_3_4_5_limid,133,10,"[3, 3, 2, 7, 10, 10, 10]",2.299295663833618,1.2850186824798584,0.09334897994995117,12.197174655866736
mdp3-10_3_5_10_limid,134,14,"[6, 10, 3, 3, 7, 11, 13, 14, 14, 14, 14, 13, 14, 14]",26.061403512954712,29.020435333251953,5.032454013824463,31.0849560474689
mdp4-10_3_5_10_limid,135,14,"[7, 4, 13, 14, 14, 14, 13, 13, 13, 13, 13]",25.87537908554077,5.071425676345825,0.34482836723327637,32.725625579590066
mdp5-16_3_8_10_limid,136,21,"[7, 4, 5, 5, 5, 2, 5, 18, 20, 21, 20, 21, 20, 20, 20, 20]",75.1942982673645,38.68297791481018,10.28339171409607,69.63305684191022
mdp6-20_5_5_5_limid,137,30,"[13, 4, 21, 30, 29, 30]",16.58173418045044,17.951026678085327,1.1702239513397217,27.591857417148443
mdp7-28_3_6_5_limid,138,41,"[9, 7, 6, 6, 4, 12, 10, 30, 41, 40, 41]",29.3936710357666,90.9921305179596,2.5068793296813965,42.96242376162294
mdp8-28_3_6_4_limid,139,40,"[7, 33, 4, 6, 6, 6, 5, 40, 40]",12.703868627548218,51.17152953147888,1.5256702899932861,31.295104206103613
mdp9-32_3_8_3_limid,140,45,"[10, 5, 6, 5, 4, 5, 3, 8, 8, 34, 45]",7.191982269287109,52.56815791130066,1.2229869365692139,24.24772181027611
pomdp1-4_2_2_2_3_limid,142,11,[11],0.36310482025146484,0.678213357925415,0.013375282287597656,4.115519147295571
pomdp10-12_7_3_8_4_limid,141,39,"[39, 4, 1, 2, 3, 3, 4, 4, 4]",6.439529895782471,42.665913105010986,2.9030399322509766,26.596139059500764
pomdp2-2_2_2_2_3_limid,143,10,[10],0.1724865436553955,0.24417829513549805,0.008730649948120117,4.507056852128595
pomdp3-4_4_2_2_3_limid,144,16,[16],0.6266219615936279,0.6998805999755859,0.04157114028930664,4.279492159627002
pomdp4-4_4_2_2_5_limid,145,27,"[27, 3]",1.6476969718933105,3.4866082668304443,0.10817933082580566,6.80173517934372
pomdp5-6_4_3_5_3_limid,146,17,"[17, 2, 3]",0.8693864345550537,2.691213369369507,0.09871459007263184,9.95294172549104
pomdp6-12_6_2_6_3_limid,147,28,"[28, 4, 6, 5, 6]",2.813042402267456,16.155842304229736,0.5211701393127441,17.66882930423601
pomdp7-20_10_2_10_3_limid,148,46,"[46, 6, 8, 8, 6, 7, 8, 3]",8.335265159606934,113.1612799167633,1.283731460571289,34.737762733816865
pomdp8-14_9_3_12_4_limid,149,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 7, 11, 12]",9.92272424697876,60.527830600738525,1.2241535186767578,43.42239745450578
pomdp9-14_8_3_10_4_limid,150,44,"[44, 5, 5, 3, 5, 5, 4, 4]",8.74345850944519,64.29277801513672,7.170598268508911,38.075296625751136
rand-c20d2o1-01_limid,151,6,[6],0.33408570289611816,0.4880654811859131,0.011917352676391602,170.632002407805
rand-c30d3o1-01_limid,152,10,[10],0.7314465045928955,1.444789171218872,0.02047109603881836,272.711363744372
rand-c30d6o1-01_limid,153,13,"[13, 7]",1.5402953624725342,2.728147506713867,0.04099607467651367,537.7486833240241
rand-c30d9o1-01_limid,154,16,"[16, 6]",2.9551970958709717,2.438793659210205,0.06474852561950684,740.4644616630123
rand-c50d10o1-01_limid,155,23,"[23, 1]",8.936045408248901,4.785117149353027,0.15096330642700195,863.5612585064217
rand-c50d15o1-03_limid,156,27,"[27, 2]",13.380602598190308,6.03438138961792,0.13454365730285645,1243.854746713071
rand-c50d5o1-01_limid,157,17,[17],4.607722759246826,7.902577638626099,0.08704853057861328,428.52559312735525
rand-c70d14o1-01_limid,158,31,"[31, 15]",18.669820308685303,21.911571741104126,0.3096740245819092,1193.6955455114128
rand-c70d21o1-01_limid,159,41,"[41, 4]",78.62626123428345,19.044034719467163,0.2462787628173828,1735.3298583596904
rand-c70d7o1-01_limid,160,21,[21],9.131108283996582,13.866421937942505,0.15001916885375977,657.087261780482
